i,j,cmd,value
ARE,DZA,280429,14631.232
ARE,DZA,850511,2331.05
ARE,ECU,280429,43742.953
ARE,EGY,251110,1231.259
ARE,EGY,280429,105809.56722766814
ARE,EGY,850511,102309.329
ARE,ESP,280429,7701453.795808344
ARE,ESP,750210,365130.01
ARE,ESP,850511,1086.029
ARE,EST,810411,13.615
ARE,EST,850511,21.098039215686274
ARE,ETH,260600,56277.496
ARE,ETH,280429,42310.08872182984
ARE,ETH,280469,58.87936354853132
ARE,ETH,711011,189843.426
ARE,ETH,811010,1005.582
ARE,ETH,850511,454.5143701646902
ARE,FIN,850511,805.2777690404881
ARE,FRA,280429,6316.678
ARE,FRA,280469,7843.54
ARE,FRA,850511,312.5943786401255
ARE,GAB,280469,1393.4097783976022
ARE,GBR,280429,136357.42399627782
ARE,GBR,280469,1659.21
ARE,GBR,711011,110.791
ARE,GBR,720292,1.005
ARE,GBR,810820,121205.30640582526
ARE,GBR,850511,23239.46
ARE,GEO,280429,298300.2162464458
ARE,GEO,850511,1568.6599166945534
ARE,GHA,251010,3135.1661538461535
ARE,GHA,251110,82860.47760663269
ARE,GHA,280429,150517.9881266436
ARE,GHA,280469,159118.22832029097
ARE,GHA,850511,478.938
ARE,GIN,280429,65161.605
ARE,GIN,850511,146.045
ARE,GMB,280469,2550.27285086601
ARE,GNB,850511,40.844
ARE,GNQ,850511,103.575
ARE,GRC,850511,84.65686274509804
ARE,HKG,280429,1218897.0731636398
ARE,HKG,711011,3057381.5632390277
ARE,HKG,811010,177.683
ARE,HKG,850511,5615.85
ARE,HUN,251010,153.84615384615384
ARE,IDN,850511,1855.447
ARE,IND,251110,184576.74440516956
ARE,IND,252910,50.647
ARE,IND,260200,102728788.29526003
ARE,IND,260600,11483.551960784314
ARE,IND,270112,25724672.337254904
ARE,IND,280429,2332018.127804233
ARE,IND,280469,10406.493521912918
ARE,IND,280470,3696011.2550960123
ARE,IND,282200,73117.95631262552
ARE,IND,283692,960884.9425877694
ARE,IND,711011,41540657.482048325
ARE,IND,711021,32422.872
ARE,IND,720292,394373.54858475353
ARE,IND,720293,388799.4751239891
ARE,IND,740311,19039720.88669063
ARE,IND,750210,59607833.56255903
ARE,IND,810194,1641.661
ARE,IND,810820,10017.246707235923
ARE,IND,850511,41574.893329483144
ARE,IRL,280429,355.888
ARE,IRN,252910,121579.82327157511
ARE,IRN,260200,24370485.825299356
ARE,IRN,260600,8073362.7450980395
ARE,IRN,280429,4242038.500036014
ARE,IRN,280469,1398850.2424237153
ARE,IRN,280480,4263.846153846153
ARE,IRN,282200,1370279.713918402
ARE,IRN,283691,211026.4705882353
ARE,IRN,711011,300983.3532304389
ARE,IRN,720292,11270391.176470589
ARE,IRN,720293,2534057.843137255
ARE,IRN,750210,10601694.11764706
ARE,IRN,811010,698478.7205055758
ARE,IRN,850511,63053.30382097225
ARE,IRQ,252800,16880.217
ARE,IRQ,280429,2438625.125
ARE,IRQ,711011,11491400.632
ARE,IRQ,711021,700871.321
ARE,IRQ,810820,1491.012
ARE,IRQ,811292,60.536
ARE,IRQ,850511,107757.541
ARE,ISL,810820,21628.546608220702
ARE,ISR,280429,963248.441
ARE,ISR,850511,980.3921568627451
ARE,ITA,252910,3.978
ARE,ITA,280429,34230.088
ARE,ITA,280469,37441.796
ARE,ITA,711011,24035.646475463127
ARE,ITA,711021,28191.65619791725
ARE,ITA,850511,1014.358
ARE,JOR,250490,2707.3460784313725
ARE,JOR,251110,4444.683
ARE,JOR,280429,460841.30657703546
ARE,JOR,280469,1666.44
ARE,JOR,850511,6461.241
ARE,JPN,280429,1968862.9446927991
ARE,JPN,711011,558404.8956847177
ARE,KAZ,280429,2135.856
ARE,KAZ,810320,208784.473
ARE,KAZ,810411,45.253
ARE,KAZ,850511,386.916
ARE,KEN,251110,750.375970171313
ARE,KEN,280429,181408.43979025903
ARE,KEN,280469,1012.934
ARE,KEN,283691,72.11470588235294
ARE,KEN,750210,5724.786881833615
ARE,KEN,850511,3263.6225521283286
ARE,KGZ,850511,75.327
ARE,KOR,270112,8499183.333333334
ARE,KOR,280429,113128.111
ARE,KOR,283692,7.840986977381768
ARE,KOR,750210,2336492.787
ARE,KOR,810820,88521.168
ARE,KOR,850511,102.93114993634423
ARE,KWT,250490,16866.411578210584
ARE,KWT,260600,123568.41
ARE,KWT,270112,3746.766
ARE,KWT,280429,365764.99302876607
ARE,KWT,280469,6262.764
ARE,KWT,711011,118158.472
ARE,KWT,850511,7001.211727923215
ARE,LAO,270112,2939360.0
ARE,LBN,280429,146224.03982401357
ARE,LBN,850511,13984.073
ARE,LBY,280429,17590.197
ARE,LBY,850511,1576.52
ARE,LKA,250490,34.94117647058823
ARE,LKA,252910,4.764705882352941
ARE,LKA,280429,174694.4350826263
ARE,LKA,280469,266.2978717811781
ARE,LKA,711011,98612.387
ARE,LKA,810820,6.14970094051653
ARE,LKA,850511,295.85294117647055
ARE,LTU,850511,2107.243
ARE,LUX,850511,37.626
ARE,LVA,850511,8078.336
ARE,MAR,280429,282329.14249533886
ARE,MDA,850511,247.788
ARE,MDG,280429,143943.146
ARE,MDG,850511,16.041
ARE,MDV,252800,106.09509803921569
ARE,MDV,280429,23912.207483081154
ARE,MDV,810194,133.27461538461537
ARE,MDV,850511,83.93084787495944
ARE,MEX,850511,2635.167
ARE,MMR,280429,179479.97908711366
ARE,MOZ,850511,337.6086904390113
ARE,MRT,280429,44748.535
ARE,MRT,850511,1086.029
ARE,MUS,280429,179635.30988606348
ARE,MUS,282200,14283.502983875262
ARE,MUS,850511,120.67
ARE,MWI,280429,109349.98802884901
ARE,MYS,251010,19180.972307692307
ARE,MYS,280429,234679.47453933235
ARE,MYS,720292,968272.267
ARE,MYS,740311,5433210.460784313
ARE,MYS,850511,16789.723
ARE,NAM,280429,21564.140853502395
ARE,NER,850511,147696.54705882352
ARE,NGA,280429,112760.46724141462
ARE,NGA,810194,40.223
ARE,NGA,850511,5136.484554094122
ARE,NLD,260200,59.55520672608891
ARE,NLD,260600,2.064705882352941
ARE,NLD,280429,20724.243156572797
ARE,NLD,720293,7762.620588235293
ARE,NLD,750210,19875370.446
ARE,NLD,850511,421.311420394279
ARE,NOR,850511,12021.702
ARE,NPL,280429,61522.122
ARE,NZL,850511,505.383
ARE,OMN,250490,13705.572847096639
ARE,OMN,251010,26899.861587805168
ARE,OMN,251110,4426936.304680103
ARE,OMN,252910,26334.030796122956
ARE,OMN,260200,1561.5740360142968
ARE,OMN,260600,522312.7630637132
ARE,OMN,270112,77043.701
ARE,OMN,280429,1251021.687491712
ARE,OMN,280469,9734.090255151548
ARE,OMN,282200,8491.904272602538
ARE,OMN,283691,1251.9441176470586
ARE,OMN,711011,1453.377450980392
ARE,OMN,720292,931487.288235294
ARE,OMN,740311,59067260.6745098
ARE,OMN,750210,41724.67450980392
ARE,OMN,810194,1062.5094685406455
ARE,OMN,810411,196725.0169230769
ARE,OMN,850511,255353.27407873177
ARE,PAK,250490,43.922637298439966
ARE,PAK,260200,53.296
ARE,PAK,280429,409070.1731962548
ARE,PAK,280469,427.6567830845076
ARE,PAK,280470,29775.357
ARE,PAK,282200,79943.905
ARE,PAK,711011,30796.459
ARE,PAK,720292,73395.233
ARE,PAK,740311,1513017.0098773607
ARE,PAK,850511,3275.6838414091662
ARE,PHL,280429,4546.5252569912855
ARE,PHL,283691,958.32
ARE,PNG,280429,39217.698
ARE,PNG,280469,204.9116918470524
ARE,PNG,850511,62.06078431372549
ARE,POL,280469,65214.484
ARE,POL,810820,69731.72469233534
ARE,POL,850511,1009.8039215686274
ARE,QAT,251110,23689.584
ARE,QAT,260600,108.918
ARE,QAT,270112,19999.999
ARE,QAT,280429,224178.27559788953
ARE,QAT,280469,69.707
ARE,QAT,711011,69640.298
ARE,QAT,720292,2140.161
ARE,QAT,810194,7198.067
ARE,QAT,810820,810.619
ARE,QAT,850511,97786.41
ARE,ROU,810194,10688.432438937627
ARE,ROU,850511,2851.380580568369
ARE,RUS,711011,10900878.116
ARE,RUS,711021,862057.158
ARE,RUS,720292,513135.452
ARE,RUS,750210,572176.703
ARE,RUS,810820,242740.361
ARE,RUS,850511,8944.316
ARE,RWA,280429,45049.965
ARE,RWA,280469,7027.267590371468
ARE,RWA,740311,419.2647058823529
ARE,RWA,850511,163.376
ARE,S19,280429,1673135.299414794
ARE,SAU,250490,1258.7881629835163
ARE,SAU,251110,18066.528994402826
ARE,SAU,252800,16985.976
ARE,SAU,252910,16354.178966894742
ARE,SAU,252922,729.204
ARE,SAU,260600,1361.47
ARE,SAU,270112,4051.736
ARE,SAU,280429,88438.29803408601
ARE,SAU,280469,2021.596
ARE,SAU,282200,5543.6041718326605
ARE,SAU,740311,4823.391997606253
ARE,SAU,750210,3370536.053
ARE,SAU,810194,701.7699638919313
ARE,SAU,810320,615.2697589902876
ARE,SAU,810820,32.675
ARE,SAU,850511,56759.121847382616
ARE,SDN,251110,1837.985
ARE,SDN,280429,402127.885
ARE,SDN,850511,792.681
ARE,SEN,280429,28334.581835215347
ARE,SEN,280469,3134.636594355469
ARE,SEN,850511,4.918
ARE,SGP,280429,136923.8913510804
ARE,SGP,850511,679.8462601804085
ARE,SOM,850511,81.688
ARE,SVN,850511,29.215686274509803
ARE,SYC,280429,462.9
ARE,SYC,850511,508.4735767726154
ARE,SYR,280429,186384.474
ARE,TGO,850511,16.011
ARE,THA,270112,441109.3019607843
ARE,THA,850511,194.62745098039215
ARE,TJK,280469,285.909
ARE,TKM,280429,80733.694
ARE,TKM,850511,3114.772
ARE,TTO,280429,70597.003
ARE,TTO,282200,4991.398650166806
ARE,TUN,280429,311491.183
ARE,TUN,850511,20.634
ARE,TUR,252800,108823.55
ARE,TUR,280429,264828.039
ARE,TUR,711011,666396.06
ARE,TUR,850511,1190.9320554737442
ARE,TZA,280429,133798.8426458588
ARE,TZA,280469,282.7260855426106
ARE,TZA,740311,45296.119
ARE,TZA,850511,607.5091707028963
ARE,UGA,280429,157947.10862310708
ARE,UGA,280469,70.28729710768056
ARE,UGA,711021,254.5303938953731
ARE,UGA,850511,2478.53
ARE,USA,251110,3.017
ARE,USA,280429,22199.200332069566
ARE,USA,711011,451.507
ARE,USA,810194,6381.487
ARE,USA,850511,2734.32
ARE,UZB,280429,105049.7773928794
ARE,UZB,282200,213183.384
ARE,VNM,280429,287469.9562529606
ARE,VNM,810194,1746.293
ARE,VNM,850511,325.084
ARE,YEM,251110,76625.457
ARE,YEM,252800,57540.094
ARE,YEM,260200,2106.099
ARE,YEM,280429,2095.303
ARE,YEM,280469,365.146
ARE,YEM,850511,693.852
ARE,ZAF,280429,1929027.7534271649
ARE,ZAF,711011,47887982.325
ARE,ZAF,711021,4833764.331
ARE,ZAF,850511,5686.159670654022
ARE,ZMB,280429,693434.2812117662
ARE,ZMB,280469,13701.492275885485
ARE,ZMB,850511,112.83998434544635
ARE,ZWE,280429,31641.111785004796
ARG,ARE,260200,648.6279600728692
ARG,AUS,252800,409242.87160684244
ARG,AUS,283691,2317379.9
ARG,BOL,251110,141.3256624382115
ARG,BRA,252800,29008134.374873362
ARG,BRA,252910,11342.01459336569
ARG,BRA,270112,390982.35294117645
ARG,BRA,850511,66.09765134031026
ARG,CAN,252800,906740.5882352941
ARG,CAN,283691,798423.6784313725
ARG,CAN,720292,231017.82352941175
ARG,CHE,283691,800132.3137254901
ARG,CHE,850511,973.2666666666667
ARG,CHL,252910,2428637.511764706
ARG,CHL,720292,96833.33333333333
ARG,CHL,850511,476.45098039215685
ARG,CHN,283691,283816040.1960784
ARG,CHN,850511,2450.0
ARG,COL,850511,1536.7843137254902
ARG,DEU,283691,39336256.294117644
ARG,DEU,711011,3288.7607843137257
ARG,ECU,252910,293934.50980392157
ARG,EGY,252800,528950.038235294
ARG,ESP,252800,1357319.3882352943
ARG,ESP,283691,34112915.544117644
ARG,ESP,850511,2001.8666666666666
ARG,FIN,270112,10.323529411764705
ARG,FRA,283691,42995092.76666666
ARG,GBR,283691,21103266.3254902
ARG,IDN,252800,591379.4049360829
ARG,IND,252800,46084.82745098039
ARG,IND,283691,521085.84509803925
ARG,JPN,283691,189752240.2735294
ARG,KOR,283691,95816506.86274509
ARG,MLT,850511,82.5921568627451
ARG,MOZ,850511,2800.4549019607844
ARG,MYS,252800,152341.51764705882
ARG,NIC,252800,87908.3137254902
ARG,NOR,283691,925.3627450980392
ARG,NZL,252800,931620.7951236255
ARG,PER,252800,688029.1352941176
ARG,POL,280469,8046.282847204158
ARG,PRT,283691,1901.8352941176472
ARG,PRY,251110,372.7296101971592
ARG,PRY,252800,423930.2946573081
ARG,PRY,252910,72770.37254901961
ARG,PRY,252922,24014.70588235294
ARG,PRY,850511,1966.7254901960785
ARG,S19,260200,886.122055666812
ARG,S19,283691,724.156862745098
ARG,SAU,252800,333894.1088235294
ARG,SAU,283691,8540.392156862747
ARG,SWE,283691,353994.768627451
ARG,URY,251110,461.7311285659853
ARG,URY,252800,612495.2156862745
ARG,URY,252910,10414.078431372549
ARG,URY,850511,5447.565553298228
ARG,USA,252800,1309000.9803921569
ARG,USA,280429,2936.7645260883983
ARG,USA,283691,53498710.78431372
ARG,USA,711011,3283747.058823529
ARG,USA,850511,788.39
ARG,VNM,283691,2544.5372549019608
ARG,ZAF,283691,2659.956862745098
ARM,BLR,810194,301.0
ARM,BLR,850511,104.0
ARM,DEU,280469,222132.638734019
ARM,DEU,850511,26127.595732895228
ARM,DNK,850511,99.37709135612539
ARM,FRA,850511,1328.792156862745
ARM,IRN,850511,45.04
ARM,KAZ,711011,130216.8
ARM,RUS,711011,318422.08
ARM,RUS,810411,158.04
ARM,RUS,850511,46365.84
ASM,S19,811292,7702.509803921569
ATG,COL,850511,167.276
ATG,CRI,850511,30865.984
ATG,GBR,280429,5066052.66542472
ATG,KNA,280429,10212.0
ATG,SEN,280429,21224.314322556133
ATG,SXM,280429,29950.784
ATG,USA,280429,592.592
ATG,USA,850511,258.948
AUS,AGO,850511,1432.0411334092187
AUS,ARE,270112,12834145.014523366
AUS,ARE,280469,1174737.9920848557
AUS,ARE,711011,210223.30196078433
AUS,ARE,750210,5710780.817647059
AUS,ARE,811010,291.47877518930693
AUS,ARE,850511,1511.3999999999999
AUS,ARG,270112,589347696.8212864
AUS,ARG,740311,25200.038
AUS,ARG,750210,7817450.352941177
AUS,AUT,270112,133201674.97156861
AUS,AUT,280469,6791.287813483279
AUS,AUT,711011,753.6519607843137
AUS,AUT,750210,3034100.495098039
AUS,AUT,850511,5960.049019607843
AUS,AZE,850511,2365.0196078431372
AUS,BEL,270112,592878032.4249543
AUS,BEL,740311,827536.2039215686
AUS,BEL,850511,2901.164215223146
AUS,BFA,280429,2866.307544863499
AUS,BFA,740311,28971.43137254902
AUS,BGD,270112,124149685.944
AUS,BGD,740311,150976173.702
AUS,BIH,270112,50290886.11764706
AUS,BRA,270112,3531522713.38934
AUS,BRA,280429,93917.92467816254
AUS,BRA,720293,6313.536
AUS,BRA,750210,4851329.411764706
AUS,BRA,850511,5087.713139424776
AUS,BRN,270112,4316.990196078431
AUS,CAN,270112,54.23529411764706
AUS,CAN,280469,12780737.62896532
AUS,CAN,282200,793349.654
AUS,CAN,720292,261286.29803921565
AUS,CAN,740311,13907.536
AUS,CAN,750210,11025872.050980393
AUS,CAN,850511,16759.923387144987
AUS,CHE,270112,4058905.6431372548
AUS,CHE,711011,35193731.89019608
AUS,CHE,711021,29551203.089933157
AUS,CHE,850511,47041.318179943475
AUS,CHL,270112,873672709.2717582
AUS,CHL,850511,5407.936262213666
AUS,CHN,250490,14481.027603317702
AUS,CHN,252910,2776.470588235294
AUS,CHN,260200,976516666.3870139
AUS,CHN,260600,1564106420.5039535
AUS,CHN,270112,343359208.8235294
AUS,CHN,280429,11384687.704904785
AUS,CHN,280469,13623.108718435271
AUS,CHN,740311,2401940568.020643
AUS,CHN,750210,1245126145.0980392
AUS,CHN,850511,53433.32037559923
AUS,COK,850511,388.44
AUS,CRI,850511,1914.5882352941178
AUS,CZE,260200,2281.050286898931
AUS,CZE,270112,401432027.45098037
AUS,CZE,280469,2873726.8834269335
AUS,CZE,740311,858.8235294117646
AUS,CZE,750210,30084164.70588235
AUS,CZE,850511,6418.999767451946
AUS,DEU,270112,1629805065.0863504
AUS,DEU,280469,71278428.7070024
AUS,DEU,280470,31332.141530344332
AUS,DEU,711011,255685.82835656783
AUS,DEU,750210,754690788.0588235
AUS,DEU,811292,19051.55294117647
AUS,DEU,850511,1563.831882450394
AUS,DNK,270112,52746913.09
AUS,DNK,850511,27093.185294117644
AUS,ECU,850511,1368.627450980392
AUS,EGY,270112,36407.916
AUS,EGY,280429,2418.6841395924052
AUS,EGY,850511,3331.1098039215685
AUS,ESP,250490,2823.576470588235
AUS,ESP,251110,481.1936912217618
AUS,ESP,270112,1725674391.5321293
AUS,ESP,750210,75995896.00784314
AUS,ESP,850511,9225.945098039216
AUS,EST,750210,24935.607843137255
AUS,EST,850511,9460.313725490196
AUS,ETH,252910,10387.992
AUS,FIN,270112,368807230.6971476
AUS,FIN,280469,169927.196
AUS,FIN,810820,339.78616141030494
AUS,FIN,850511,20.64705882352941
AUS,FJI,251010,177.15923076923076
AUS,FJI,280429,7843.7994943831145
AUS,FJI,280480,59457.664
AUS,FJI,810194,104.47846153846153
AUS,FJI,850511,329.4104613032114
AUS,FRA,260200,187.63806550099025
AUS,FRA,260600,4505.435294117647
AUS,FRA,270112,2189904002.1045227
AUS,FRA,280469,12496.741198055553
AUS,FRA,720292,12606.913725490196
AUS,FRA,750210,216483630.04705882
AUS,FRA,850511,662.5535070855159
AUS,GBR,252800,9267.96862745098
AUS,GBR,270112,487190767.8427786
AUS,GBR,280469,5558347.7227892475
AUS,GBR,711011,11048.796078431373
AUS,GBR,750210,202938087.91862744
AUS,GBR,811231,2185650.964006818
AUS,GBR,850511,249776.4710073833
AUS,GHA,740311,1609574.7882352942
AUS,GHA,850511,3056.4841800262234
AUS,GRC,850511,2448.854901960784
AUS,GTM,850511,154.90196078431373
AUS,HKG,251110,4400.47
AUS,HKG,270112,83137548.808871
AUS,HKG,280429,277254.34246902843
AUS,HKG,711011,1090171.4323529413
AUS,HKG,740311,26358.422
AUS,HKG,850511,8357.008
AUS,HUN,270112,564117.6470588235
AUS,HUN,850511,188429.7956764483
AUS,IDN,252910,20820.66707015249
AUS,IDN,260200,65790214.498974234
AUS,IDN,260600,9676.470588235294
AUS,IDN,270112,3510629423.766943
AUS,IDN,283691,7188.3959290805815
AUS,IDN,711021,595.4696299987695
AUS,IDN,740311,41895353.76901668
AUS,IDN,750210,5918017.647058823
AUS,IDN,850511,281780.099882915
AUS,IND,260200,141359917.81856108
AUS,IND,270112,5027649161.8972435
AUS,IND,280469,8044634.013705009
AUS,IND,282200,143794.8566131953
AUS,IND,711011,10032.54234011645
AUS,IND,740311,5202530.968
AUS,IND,750210,5346563.883333334
AUS,IND,850511,409.1092551107924
AUS,IRL,270112,103298685.712
AUS,IRL,280469,953355.4221463612
AUS,IRL,282200,477.46477193556797
AUS,IRL,850511,3756.905882352941
AUS,ISL,850511,519.2647058823529
AUS,ITA,270112,485719564.29562324
AUS,ITA,280469,1994793.2896269248
AUS,ITA,750210,5598228.483333333
AUS,JPN,260200,46853590.014131114
AUS,JPN,270112,46912496273.452065
AUS,JPN,280469,66722051.744133964
AUS,JPN,740311,8143346.016706089
AUS,JPN,750210,435844930.7764706
AUS,JPN,850511,3960.7
AUS,KAZ,252922,6590.254901960785
AUS,KAZ,850511,2900.814
AUS,KHM,270112,18055326.128
AUS,KHM,740311,4644.894284585557
AUS,KOR,260200,130636549.24088496
AUS,KOR,260600,21911838.767643295
AUS,KOR,270112,18926289668.841614
AUS,KOR,280429,1489560.14038748
AUS,KOR,280469,29.887527697101923
AUS,KOR,740311,189170371.62483785
AUS,KOR,750210,254049244.11764705
AUS,KOR,850511,428.4921685144353
AUS,KWT,850511,2653.151960784314
AUS,LAO,270112,9913200.235294119
AUS,LAO,282200,336950.75562949956
AUS,LBN,850511,298.03921568627453
AUS,LKA,850511,8452.575240462946
AUS,LUX,750210,2197022.8470588233
AUS,LUX,850511,6671.866666666667
AUS,MAR,850511,60.595098039215685
AUS,MDG,252800,5757.234
AUS,MDG,810194,65139.9323076923
AUS,MEX,270112,16101365.218
AUS,MKD,750210,739980.8235294117
AUS,MLT,850511,161.05490196078432
AUS,MNG,740311,7591684.682
AUS,MOZ,270112,37896564.352
AUS,MYS,251010,7551881.499999999
AUS,MYS,251110,13226.161074656411
AUS,MYS,252910,3815.8342449345123
AUS,MYS,260200,159779150.11505672
AUS,MYS,270112,3238461733.2566876
AUS,MYS,280429,573252.1659636957
AUS,MYS,720293,118467.00784313725
AUS,MYS,740311,1650289590.2079222
AUS,MYS,750210,26434217.078431375
AUS,MYS,850511,5888.0778475282705
AUS,NCL,270112,753103260.706
AUS,NCL,850511,8252.96
AUS,NIC,850511,404.19607843137254
AUS,NLD,250490,99.11078431372549
AUS,NLD,260200,94.29597962866491
AUS,NLD,270112,2157618008.0872316
AUS,NLD,280469,8135111.46794563
AUS,NLD,711011,240.54901960784315
AUS,NLD,750210,414856589.4205882
AUS,NLD,810411,11520.352307692308
AUS,NLD,850511,379.0149112208125
AUS,NPL,270112,7810261.2
AUS,NRU,280469,7061.282
AUS,NZL,250490,45815.00732234634
AUS,NZL,251010,3329466.0371247837
AUS,NZL,251110,96228.28271781142
AUS,NZL,252800,2109.742156862745
AUS,NZL,252910,21269.86
AUS,NZL,260600,6133.188
AUS,NZL,270112,86370840.48980407
AUS,NZL,280429,1228234.096469382
AUS,NZL,280469,4081694.1587802456
AUS,NZL,282200,537.5974782994751
AUS,NZL,283691,72227.78014089956
AUS,NZL,283692,1849.95542152159
AUS,NZL,711011,6342.90294117647
AUS,NZL,711021,4021.74
AUS,NZL,810194,77721.276
AUS,NZL,810411,8968.763846153846
AUS,NZL,811010,12874.008
AUS,NZL,850511,365267.25115837145
AUS,OMN,270112,370975.366
AUS,PAK,270112,19434821.895141885
AUS,PAN,850511,16986.72610729081
AUS,PER,750210,463103.85000000003
AUS,PER,850511,7948.673161445006
AUS,PHL,252910,4047.4914842750304
AUS,PHL,270112,9295057.020870633
AUS,PHL,280429,595701.7072275595
AUS,PHL,280469,927.4473438506941
AUS,PHL,283691,25438.951469986707
AUS,PHL,850511,1243.7576794832805
AUS,PNG,250490,125.90882352941175
AUS,PNG,251110,7420.519259708677
AUS,PNG,252910,7750.764
AUS,PNG,280429,221008.08379311863
AUS,PNG,280469,6293.641019691206
AUS,PNG,711011,5.1686274509803924
AUS,PNG,810194,8948.526923076923
AUS,PNG,850511,2054.436746456134
AUS,POL,270112,1124922973.5238395
AUS,POL,280469,5543534.49934348
AUS,POL,750210,2238834.31372549
AUS,POL,850511,3654.4599946798785
AUS,PRT,850511,2142.6745098039214
AUS,PYF,280429,4578.13295208126
AUS,PYF,850511,602.5019607843137
AUS,QAT,280469,8749710.611079847
AUS,QAT,811010,26486.119422598862
AUS,S19,252800,24851.83
AUS,S19,270112,15710591880.943123
AUS,S19,280429,6056204.372075754
AUS,S19,740311,670011671.4148123
AUS,S19,750210,167300790.3333333
AUS,S19,811292,17275707.31372549
AUS,S19,850511,13883.952
AUS,SAU,711011,10646.274509803921
AUS,SAU,750210,2716879.1480392157
AUS,SAU,850511,17651.59129906678
AUS,SEN,270112,21517439.634
AUS,SEN,740311,14916.092
AUS,SGP,250490,13953.736849138573
AUS,SGP,252910,140.09019607843138
AUS,SGP,260600,893.8725490196078
AUS,SGP,270112,376777741.912
AUS,SGP,280429,193180.3939421575
AUS,SGP,283691,1155.563725490196
AUS,SGP,283692,69.51209199603991
AUS,SGP,740311,11925334.78078788
AUS,SGP,750210,43979644.93235294
AUS,SGP,850511,223114.37863663275
