i,j,cmd,value
ARE,ZAF,850511,1102.0
ARE,ZMB,280429,88363.0
ARE,ZMB,280469,1950.0
ARE,ZMB,850511,25.0
ARE,ZWE,280429,31796.0
ARG,ARE,260200,688.0
ARG,AUS,252800,348110.0
ARG,AUS,283691,1181864.0
ARG,BOL,251110,84.0
ARG,BRA,252800,19707310.0
ARG,BRA,252910,8119.0
ARG,BRA,270112,199401.0
ARG,BRA,850511,496.0
ARG,CAN,252800,231219.0
ARG,CAN,283691,203598.0
ARG,CAN,720292,58910.0
ARG,CHE,283691,204034.0
ARG,CHE,850511,248.0
ARG,CHL,252910,2477210.0
ARG,CHL,720292,98770.0
ARG,CHL,850511,486.0
ARG,CHN,283691,289492361.0
ARG,CHN,850511,2499.0
ARG,COL,850511,196.0
ARG,DEU,283691,5015373.0
ARG,DEU,711011,419.0
ARG,ECU,252910,149907.0
ARG,EGY,252800,539529.0
ARG,ESP,252800,173058.0
ARG,ESP,283691,4349397.0
ARG,ESP,850511,255.0
ARG,FIN,270112,5.0
ARG,FRA,283691,10572431.0
ARG,FRA,811292,48.0
ARG,GBR,283691,5433605.0
ARG,IDN,252800,443716.0
ARG,IND,252800,47007.0
ARG,IND,283691,531508.0
ARG,JPN,283691,193547285.0
ARG,KOR,283691,97732837.0
ARG,MLT,850511,21.0
ARG,MOZ,850511,357.0
ARG,MYS,252800,77694.0
ARG,NIC,252800,89666.0
ARG,NOR,283691,472.0
ARG,NZL,252800,952357.0
ARG,PER,252800,701790.0
ARG,POL,280469,8615.0
ARG,PRT,283691,242.0
ARG,PRY,251110,222.0
ARG,PRY,252800,277468.0
ARG,PRY,252910,37113.0
ARG,PRY,252922,12248.0
ARG,PRY,850511,1002.9999999999999
ARG,S19,260200,940.0
ARG,S19,283691,739.0
ARG,SAU,252800,340572.0
ARG,SAU,283691,8711.0
ARG,SWE,283691,90269.0
ARG,URY,251110,137.0
ARG,URY,252800,156186.0
ARG,URY,252910,2656.0
ARG,URY,850511,2652.0
ARG,USA,252800,1335181.0
ARG,USA,280429,3010.0
ARG,USA,283691,54568685.0
ARG,USA,711011,3349422.0
ARG,USA,850511,788.0
ARG,VNM,283691,1298.0
ARG,ZAF,283691,678.0
ARM,BLR,810194,75.0
ARM,BLR,850511,26.0
ARM,DEU,280469,29729.0
ARM,DEU,850511,200.0
ARM,DNK,850511,78.0
ARM,FRA,850511,337.0
ARM,IRN,850511,11.0
ARM,KAZ,711011,32554.000000000004
ARM,RUS,711011,79606.0
ARM,RUS,810411,40.0
ARM,RUS,850511,11591.0
ASM,S19,811292,7857.0
ATG,GBR,280429,1310706.0
ATG,SEN,280429,21754.0
AUS,AGO,850511,769.0
AUS,ARE,270112,6569238.0
AUS,ARE,280469,1257769.0
AUS,ARE,711011,214428.0
AUS,ARE,750210,5824996.0
AUS,ARE,811010,302.0
AUS,ARE,850511,1542.0
AUS,ARG,270112,225030703.0
AUS,ARG,740311,12600.0
AUS,ARG,750210,3986900.0
AUS,AUT,270112,135865708.0
AUS,AUT,280469,7271.0
AUS,AUT,711011,769.0
AUS,AUT,750210,3094783.0
AUS,AUT,850511,6079.0
AUS,AZE,850511,302.0
AUS,BEL,270112,402659328.0
AUS,BEL,740311,839438.0
AUS,BEL,850511,2509.0
AUS,BFA,280429,1469.0
AUS,BFA,740311,14775.0
AUS,BGD,270112,62074843.0
AUS,BGD,740311,75488087.0
AUS,BIH,270112,6412088.0
AUS,BRA,270112,2014824160.0
AUS,BRA,280429,48130.0
AUS,BRA,720293,3157.0
AUS,BRA,750210,2474178.0
AUS,BRA,850511,2061.0
AUS,BRN,270112,2202.0
AUS,CAN,270112,14.0
AUS,CAN,280469,6153039.0
AUS,CAN,282200,396675.0
AUS,CAN,720292,66628.0
AUS,CAN,740311,6954.0
AUS,CAN,750210,2811597.0
AUS,CAN,850511,42440.0
AUS,CHE,270112,1035021.0
AUS,CHE,711011,8974402.0
AUS,CHE,711021,7865835.0
AUS,CHE,850511,21719.0
AUS,CHL,270112,469534065.0
AUS,CHL,850511,11010.0
AUS,CHN,250490,8751.0
AUS,CHN,252910,2832.0
AUS,CHN,260200,1036000980.0
AUS,CHN,260600,1050418995.0000001
AUS,CHN,270112,350226393.0
AUS,CHN,280429,11668593.0
AUS,CHN,280469,14586.0
AUS,CHN,740311,1441888850.0
AUS,CHN,750210,1270028668.0
AUS,CHN,850511,59760.0
AUS,COK,850511,194.0
AUS,CRI,850511,1953.0
AUS,CZE,260200,605.0
AUS,CZE,270112,102365167.0
AUS,CZE,280469,769211.0
AUS,CZE,740311,219.0
AUS,CZE,750210,7671462.0
AUS,CZE,850511,2351.0
AUS,DEU,270112,1433542614.0
AUS,DEU,280469,25124288.0
AUS,DEU,280470,4830.0
AUS,DEU,711011,77651.0
AUS,DEU,750210,96223075.0
AUS,DEU,811292,2520.0
AUS,DEU,850511,51155.0
AUS,DNK,270112,26373457.0
AUS,DNK,850511,25798.0
AUS,ECU,850511,698.0
AUS,EGY,270112,18204.0
AUS,EGY,280429,2479.0
AUS,EGY,850511,3398.0
AUS,ESP,250490,360.0
AUS,ESP,251110,72.0
AUS,ESP,270112,472387936.0
AUS,ESP,750210,9689477.0
AUS,ESP,850511,1176.0
AUS,EST,750210,3179.0
AUS,EST,850511,1206.0
AUS,ETH,252910,5194.0
AUS,FIN,270112,227123271.0
AUS,FIN,280469,84964.0
AUS,FIN,810820,179.0
AUS,FIN,850511,11.0
AUS,FJI,251010,230.0
AUS,FJI,280429,8039.0
AUS,FJI,280480,29729.0
AUS,FJI,810194,136.0
AUS,FJI,850511,175.0
AUS,FRA,260200,49.0
AUS,FRA,260600,1143.0
AUS,FRA,270112,802743560.0
AUS,FRA,280469,3327.0
AUS,FRA,850511,677.0
AUS,GBR,252800,2386.0
AUS,GBR,270112,251109554.0
AUS,GBR,280469,2404174.0
AUS,GBR,711011,2845.0
AUS,GBR,750210,52251882.0
AUS,GBR,811292,974681.0
AUS,GBR,850511,512269.0
AUS,GHA,740311,410442.0
AUS,GHA,850511,2222.0
AUS,GRC,850511,1249.0
AUS,GTM,850511,158.0
AUS,HKG,251110,2200.0
AUS,HKG,270112,44963237.0
AUS,HKG,280429,284168.0
AUS,HKG,711011,1111975.0
AUS,HKG,740311,13179.0
AUS,HKG,850511,4179.0
AUS,HUN,270112,143850.0
AUS,HUN,850511,73297.0
AUS,IDN,252910,8552.0
AUS,IDN,260200,34898906.0
AUS,IDN,260600,4935.0
AUS,IDN,270112,1856874105.0
AUS,IDN,283691,5018.0
AUS,IDN,711021,317.0
AUS,IDN,740311,21419015.0
AUS,IDN,750210,3018189.0
AUS,IDN,850511,154710.0
AUS,IND,260200,149970828.0
AUS,IND,270112,3647175830.0
AUS,IND,280469,5630682.0
AUS,IND,282200,151276.0
AUS,IND,711011,6654.0
AUS,IND,740311,2601265.0
AUS,IND,750210,5453495.0
AUS,IND,850511,7806.0
AUS,IRL,270112,51649343.0
AUS,IRL,280469,470294.0
AUS,IRL,282200,502.0
AUS,IRL,850511,3832.0
AUS,ISL,850511,530.0
AUS,ITA,270112,478787797.0
AUS,ITA,280469,1483942.0
AUS,ITA,750210,5710193.0
AUS,JPN,260200,49707667.0
AUS,JPN,270112,34990871777.0
AUS,JPN,280469,54672966.0
AUS,JPN,740311,6596086.0
AUS,JPN,750210,444561829.0
AUS,JPN,850511,1980.0
AUS,KAZ,252922,3361.0
AUS,KAZ,850511,1450.0
AUS,KHM,270112,9027663.0
AUS,KHM,740311,2839.0
AUS,KOR,260200,138594248.0
AUS,KOR,260600,21869291.0
AUS,KOR,270112,10266509437.0
AUS,KOR,280429,1526706.0
AUS,KOR,280469,32.0
AUS,KOR,740311,103947520.0
AUS,KOR,750210,259130229.0
AUS,KOR,850511,273.0
AUS,KWT,850511,2706.0
AUS,LAO,270112,5055732.0
AUS,LAO,282200,177240.0
AUS,LBN,850511,304.0
AUS,LKA,850511,5672.0
AUS,LUX,750210,280120.0
AUS,LUX,850511,851.0
AUS,MAR,850511,62.0
AUS,MDG,252800,2879.0
AUS,MDG,810194,10585.0
AUS,MEX,270112,8050683.0
AUS,MKD,750210,377390.0
AUS,MLT,850511,41.0
AUS,MNG,740311,3795842.0
AUS,MOZ,270112,18948282.0
AUS,MYS,251010,4908723.0
AUS,MYS,251110,6485.0
AUS,MYS,252910,1746.0
AUS,MYS,260200,84756032.0
AUS,MYS,270112,644157849.0
AUS,MYS,280429,293774.0
AUS,MYS,720293,60418.0
AUS,MYS,740311,798641678.0
AUS,MYS,750210,13481451.0
AUS,MYS,850511,2078.0
AUS,NCL,270112,376551630.0
AUS,NCL,850511,4126.0
AUS,NIC,850511,412.0
AUS,NLD,250490,101.0
AUS,NLD,260200,100.0
AUS,NLD,270112,1302837556.0
AUS,NLD,280469,2782156.0
AUS,NLD,711011,245.0
AUS,NLD,750210,423153721.0
AUS,NLD,810411,14976.0
AUS,NLD,850511,4777.0
AUS,NPL,270112,3905131.0
AUS,NRU,280469,3531.0
AUS,NZL,250490,6693.0
AUS,NZL,251010,2981754.0
AUS,NZL,251110,13768.0
AUS,NZL,252800,2152.0
AUS,NZL,252910,10635.0
AUS,NZL,260600,3067.0
AUS,NZL,270112,17187627.0
AUS,NZL,280429,1258863.0
AUS,NZL,280469,2317377.0
AUS,NZL,282200,566.0
AUS,NZL,283691,28618.0
AUS,NZL,283692,2123.0
AUS,NZL,711011,6470.0
AUS,NZL,711021,2011.0000000000002
AUS,NZL,810194,38861.0
AUS,NZL,810411,11659.0
AUS,NZL,811010,6437.0
AUS,NZL,850511,282964.0
AUS,OMN,270112,185488.0
AUS,PAK,270112,19178710.0
AUS,PAN,850511,11511.0
AUS,PER,750210,472366.0
AUS,PER,850511,6983.0
AUS,PHL,252910,3961.0
AUS,PHL,270112,26286491.0
AUS,PHL,280429,610557.0
AUS,PHL,280469,993.0
AUS,PHL,283691,25858.0
AUS,PHL,850511,5650.0
AUS,PNG,250490,128.0
AUS,PNG,251110,8821.0
AUS,PNG,252910,3875.0
AUS,PNG,280429,226519.0
AUS,PNG,280469,3010.0
AUS,PNG,711011,5.0
AUS,PNG,810194,11633.0
AUS,PNG,850511,24619.0
AUS,POL,270112,661180047.0
AUS,POL,280469,3511079.0
AUS,POL,750210,2283611.0
AUS,POL,850511,2989.0
AUS,PRT,850511,273.0
AUS,PYF,280429,2346.0
AUS,PYF,850511,307.0
AUS,QAT,280469,4302017.0
AUS,QAT,811010,16755.0
AUS,S19,252800,12426.0
AUS,S19,270112,9809401569.0
AUS,S19,280429,6207231.0
AUS,S19,740311,421001678.0
AUS,S19,750210,170646806.0
AUS,S19,811292,17621221.0
AUS,S19,850511,6942.0
AUS,SAU,711011,10859.0
AUS,SAU,750210,2771217.0
AUS,SAU,850511,13832.0
AUS,SEN,270112,10758720.0
AUS,SEN,740311,7458.0
AUS,SGP,250490,5492.0
AUS,SGP,252910,143.0
AUS,SGP,260600,912.0
AUS,SGP,270112,188388871.0
AUS,SGP,280429,197998.0
AUS,SGP,283691,1179.0
AUS,SGP,283692,80.0
AUS,SGP,740311,4989511.0
AUS,SGP,750210,44859238.0
AUS,SGP,850511,302287.0
AUS,SLV,850511,69.0
AUS,SRB,750210,584660.0
AUS,SRB,850511,197.0
AUS,SVK,270112,1377.0
AUS,SVK,850511,33.0
AUS,SVN,260600,3621.0
AUS,SVN,270112,87022486.0
AUS,SVN,750210,10426239.0
AUS,SVN,850511,37.0
AUS,SWE,270112,400798754.0
AUS,SWE,750210,15978641.0
AUS,SWE,850511,1415.0
AUS,THA,252910,955158.0
AUS,THA,270112,360476647.0
AUS,THA,280469,78859785.0
AUS,THA,720292,507495.0
AUS,THA,740311,255190480.0
AUS,THA,850511,3718.0
AUS,TLS,251110,76168.0
AUS,TLS,270112,26700873.0
AUS,TLS,280429,1300.0
AUS,TLS,280469,9065.0
AUS,TLS,850511,371.0
AUS,TUN,740311,1638.0
AUS,TUR,252910,2169.0
AUS,TUR,270112,981279542.0
AUS,TUR,280469,40145.0
AUS,TUR,750210,5822041.0
AUS,TUR,850511,46836.0
AUS,TZA,252922,1911.0
AUS,TZA,280429,1694.0
AUS,UKR,270112,146301666.0
AUS,URY,270112,61349737.0
AUS,URY,850511,1049.0
AUS,USA,250490,5902.0
AUS,USA,252800,81219.0
AUS,USA,260600,4220397.0
AUS,USA,280429,19288.0
AUS,USA,280469,7600121.0
AUS,USA,282200,317681.0
AUS,USA,750210,257771139.0
AUS,USA,810320,714980.0
AUS,USA,810820,8779.0
AUS,USA,811292,763497.0
AUS,USA,850511,1648504.0
AUS,VNM,260200,43283969.0
AUS,VNM,270112,3493218470.0
AUS,VNM,280469,975653.0
AUS,VNM,711011,6897.0
AUS,VNM,711021,56675.0
AUS,VNM,720292,61860.0
AUS,VNM,740311,178270690.0
AUS,VNM,750210,6245623.0
AUS,VNM,850511,4226.0
AUS,WSM,850511,16910.0
AUS,ZAF,250490,184.0
AUS,ZAF,260200,39.0
AUS,ZAF,270112,36909897.0
AUS,ZAF,280469,9933.0
AUS,ZAF,283691,167.0
AUS,ZAF,810820,20883.0
AUS,ZAF,850511,2544.0
AUS,ZMB,850511,273.0
AUT,ALB,850511,160.0
AUT,AND,850511,7.0
AUT,ARE,250490,60.0
AUT,ARE,280429,1203.0
AUT,ARE,811010,76.0
AUT,ARE,811292,129.0
AUT,ARE,850511,21776.0
AUT,ARG,270112,27644868.0
AUT,ARG,720292,334212.0
AUT,ARG,850511,9118.0
AUT,ARM,280429,996.0
AUT,ARM,811292,343.0
AUT,AUS,260600,1302.0
AUT,AUS,850511,38446.0
AUT,AZE,850511,1311.0
AUT,BEL,252800,1283689.0
AUT,BEL,280429,332625.0
AUT,BEL,280469,11244.0
AUT,BEL,711021,53817.0
AUT,BEL,720292,60393.0
AUT,BEL,810411,964199.0
AUT,BEL,811292,19681.0
AUT,BEL,850511,20637.0
AUT,BGD,850511,788.0
AUT,BGR,280429,78704.0
AUT,BGR,280480,38238.0
AUT,BGR,283691,1303.0
AUT,BGR,720292,1641340.0
AUT,BGR,810411,109503.0
AUT,BGR,811010,300.0
AUT,BGR,850511,761140.0
AUT,BHR,720292,163636.0
AUT,BIH,283691,24.0
AUT,BIH,810820,12135.0
AUT,BIH,850511,51793.0
AUT,BLR,850511,214.0
AUT,BRA,280429,7488.0
AUT,BRA,720292,739691.0
AUT,BRA,850511,24757.0
AUT,CAN,250490,958.0
AUT,CAN,280469,172.0
AUT,CAN,283691,664439.0
AUT,CAN,720292,4901245.0
AUT,CAN,810320,485.0
AUT,CAN,810411,29.0
AUT,CAN,811292,396.0
AUT,CAN,850511,37043.0
AUT,CHE,251110,860.0
AUT,CHE,252800,611.0
