i,j,cmd,value
AFG,BOL,850511,1484.0
AFG,CAN,850511,8221.0
AFG,GTM,280429,219.0
AFG,IDN,251110,5.0
AFG,IRL,850511,2907.0
AFG,PAK,270112,32506760.0
AFG,CHE,850511,13343.0
AFG,UZB,850511,21.0
ALB,FRA,280429,951334.0
ALB,DEU,280429,46787.0
ALB,ITA,251110,89996.0
ALB,ITA,280429,8802.0
ALB,MLT,850511,6.0
ALB,PRT,850511,16.0
ALB,SWE,850511,1798.0
ALB,TUR,260600,18.0
ALB,MKD,270112,11672908.0
ALB,GBR,280429,4369.0
ALB,GBR,811292,7654.0
DZA,AGO,280429,16799.0
DZA,AZE,280429,29625.0
DZA,ARG,280429,2738342.0
DZA,AUT,251010,829715.0
DZA,AUT,280429,3874570.0
DZA,ARM,280429,65542.0
DZA,BEL,251010,688786.0
DZA,BEL,280429,299.0
DZA,BIH,280429,294518.0
DZA,BRA,251010,4636500.0
DZA,BRA,280429,5167449.0
DZA,BGR,280429,96125.0
DZA,CHN,251110,3503.0
DZA,HRV,280429,843709.0
DZA,CYP,280429,32310.000000000004
DZA,CZE,280429,457621.0
DZA,FIN,280429,12835.0
DZA,FRA,250490,42.0
DZA,FRA,251010,3642274.0
DZA,FRA,280429,365680489.0
DZA,DEU,251110,2288.0
DZA,DEU,280429,26584213.0
DZA,GRC,251010,1666239.0
DZA,GRC,280429,2760.0
DZA,HUN,251010,2.0
DZA,IRL,280429,19601530.0
DZA,ITA,251010,4556203.0
DZA,ITA,280429,10073827.0
DZA,CIV,280429,81429.0
DZA,KOR,251010,150.0
DZA,LUX,280429,8697.0
DZA,MLT,280429,389594.0
DZA,MDA,280429,407051.0
DZA,MNE,280429,77806.0
DZA,MAR,280429,1748771.0
DZA,NGA,280429,120111.0
DZA,NOR,280429,295005.0
DZA,PAK,251010,20843997.0
DZA,PRY,251010,9181.0
DZA,POL,280429,7695279.0
DZA,ROU,280429,1081326.0
DZA,SRB,280429,4350172.0
DZA,SVK,280429,1338927.0
DZA,SVN,280429,469447.0
DZA,ZAF,280429,2336250.0
DZA,ESP,280429,19185734.0
DZA,CHE,280429,9653452.0
DZA,TUN,252910,1530.0
DZA,TUN,280429,400902.0
DZA,TUR,251010,11935250.0
DZA,TUR,280429,3089010.0
DZA,UKR,280429,1555739.0
DZA,MKD,280429,853192.0
DZA,EGY,280429,3326806.0
DZA,GBR,280429,39171052.0
DZA,USA,280429,21742182.0
DZA,URY,251010,4657704.0
ASM,S19,811292,8972.0
ASM,WSM,280429,2047.0000000000002
AGO,BEL,280469,2847846.0
AGO,CAN,280469,149416.0
AGO,CHN,260200,165311.0
AGO,CHN,280469,151438.0
AGO,COG,251110,53048.0
AGO,COG,280470,1430.0
AGO,COD,280470,189.0
AGO,DNK,850511,866.0
AGO,FRA,251010,91.0
AGO,FRA,280469,57150.0
AGO,DEU,280469,920599.0
AGO,GHA,850511,15.0
AGO,HKG,280469,394800.0
AGO,ITA,280469,97130.0
AGO,CIV,260200,62852.0
AGO,MAR,280469,6000.0
AGO,NAM,251110,72070.0
AGO,NAM,850511,3566.0
AGO,NLD,280469,129072.0
AGO,POL,280469,448949.0
AGO,IND,280469,775342.0
AGO,SVK,280469,53449.0
AGO,SVN,280469,14400.0
AGO,ZAF,850511,655.0
AGO,ESP,280469,1186065.0
AGO,ARE,280429,269290.0
AGO,USA,280469,4226162.0
AGO,USA,850511,6054.0
ATG,BEL,280469,371773.0
AZE,CZE,720293,99384.0
AZE,DNK,280470,380262.0
AZE,GEO,280429,10096.0
AZE,GEO,850511,128.0
AZE,DEU,850511,11.0
AZE,NLD,850511,87.0
AZE,TUR,740311,11606170.0
AZE,UKR,740311,181118.0
ARG,AUS,252800,396117.0
ARG,AUS,850511,929.0
ARG,AUT,252910,3044.0
ARG,AUT,283691,88375.0
ARG,BOL,251110,640.0
ARG,BOL,850511,389.0
ARG,BRA,252800,27354640.0
ARG,BRA,270112,75967.0
ARG,BRA,283691,78787.0
ARG,BRA,850511,39.0
ARG,CAN,283691,160041.0
ARG,CHL,252910,923413.0
ARG,CHL,260200,13970.0
ARG,CHL,283691,846.0
ARG,CHN,283691,408984208.0
ARG,CHN,850511,2024.0
ARG,CRI,280469,174.0
ARG,CRI,850511,30.0
ARG,CZE,283691,12341.0
ARG,DNK,280469,1.0
ARG,ECU,252910,112832.0
ARG,EST,283691,156.0
ARG,FIN,283691,411.0
ARG,FRA,283691,6114081.0
ARG,DEU,283691,991073.0
ARG,DEU,850511,1.0
ARG,GTM,252800,17957.0
ARG,GTM,280429,2605.0
ARG,ISL,283691,39798.0
ARG,IDN,252800,11880.0
ARG,IRL,283691,7475.0
ARG,JPN,283691,65818696.0
ARG,KOR,252800,28114.0
ARG,KOR,283691,95817910.0
ARG,MAR,283691,28414.0
ARG,NLD,282200,1594.0
ARG,NLD,283691,2152512.0
ARG,NZL,252800,174836.0
ARG,NZL,283691,461.0
ARG,NOR,283691,610.0
ARG,PRY,251110,320.0
ARG,PRY,252800,695623.0
ARG,PRY,252910,214476.0
ARG,PRY,252922,26429.0
ARG,PRY,280429,4393.0
ARG,PER,252800,343692.0
ARG,PER,850511,342.0
ARG,POL,283691,28.0
ARG,SEN,280429,296.0
ARG,IND,252800,13017.0
ARG,ZAF,283691,101.0
ARG,ZAF,850511,769.0
ARG,ESP,252800,22510.0
ARG,ESP,260200,185.0
ARG,ESP,283691,4554675.0
ARG,ESP,850511,793.0
ARG,THA,283691,792801.0
ARG,EGY,252800,1792046.0
ARG,GBR,283691,1863024.0
ARG,USA,252800,2694247.0
ARG,USA,283691,78541685.0
ARG,USA,711011,495074.0
ARG,URY,251110,143.0
ARG,URY,252910,3766.0
AUS,ARG,270112,42419673.0
AUS,ARG,750210,1853397.0
AUS,ARG,850511,114.0
AUS,AUT,270112,63662711.0
AUS,AUT,280469,390.0
AUS,AUT,711011,2244.0
AUS,AUT,750210,17452771.0
AUS,AUT,850511,372.0
AUS,BGD,270112,4132402.0
AUS,BGD,740311,119544986.0
AUS,ARM,850511,344.0
AUS,BEL,252800,2.0
AUS,BEL,270112,427354186.0
AUS,BEL,280469,147597.0
AUS,BEL,850511,578.0
AUS,BRA,270112,1046041539.0
AUS,BRA,280429,95423.0
AUS,BRA,750210,2648288.0
AUS,BRA,810194,18443.0
AUS,BRA,850511,4222.0
AUS,BRN,251110,73422.0
AUS,BGR,750210,360298.0
AUS,CAN,250490,1980.0
AUS,CAN,252910,7521.0
AUS,CAN,260600,13.0
AUS,CAN,270112,705801.0
AUS,CAN,280469,10032793.0
AUS,CAN,282200,125423.0
AUS,CAN,740311,8467.0
AUS,CAN,750210,1145817.0
AUS,CAN,810820,4471.0
AUS,CAN,850511,347754.0
AUS,CPV,270112,14933324.0
AUS,LKA,270112,486120.0
AUS,CHL,270112,97937780.0
AUS,CHN,250490,76673.0
AUS,CHN,251010,1138.0
AUS,CHN,260200,411455277.0
AUS,CHN,260600,1833736624.0
AUS,CHN,270112,8689728997.0
AUS,CHN,280429,145.0
AUS,CHN,280470,12879.0
AUS,CHN,282200,13.0
AUS,CHN,711011,3217545.0
AUS,CHN,711021,592129.0
AUS,CHN,740311,1367463384.0
AUS,CHN,750210,58912505.0
AUS,CHN,850511,812787.0
AUS,COL,750210,57617.0
AUS,CYP,811010,3818.0
AUS,CYP,850511,79.0
AUS,CZE,270112,1178026.0
AUS,CZE,280469,214622.0
AUS,CZE,750210,387507.0
AUS,CZE,850511,1022.0
AUS,DNK,252800,11.0
AUS,DNK,810411,1026.0
AUS,DNK,850511,6507.0
AUS,ECU,280429,3788.0
AUS,SLV,850511,51.0
AUS,FJI,250490,341.0
AUS,FJI,280429,103225.0
AUS,FJI,280469,6325.0
AUS,FJI,283692,167.0
AUS,FJI,850511,29.0
AUS,FIN,270112,112176915.0
AUS,FIN,850511,847.0
AUS,FRA,250490,165.0
AUS,FRA,260600,100.0
AUS,FRA,270112,661628067.0
AUS,FRA,720292,86242.0
AUS,FRA,740311,1706697.0
AUS,FRA,750210,19148776.0
AUS,FRA,810820,106.0
AUS,FRA,850511,11642.0
AUS,GEO,270112,14980924.0
AUS,DEU,260600,1287.0
AUS,DEU,270112,946418988.0
AUS,DEU,280429,25149.0
AUS,DEU,280469,22643020.0
AUS,DEU,750210,86654253.0
AUS,DEU,850511,83388.0
AUS,GRC,270112,276579.0
AUS,GRC,850511,7058.0
AUS,GUY,740311,8678.0
AUS,HKG,251010,257.0
AUS,HKG,270112,35091418.0
AUS,HKG,280429,190676.0
AUS,HKG,711011,602897.0
AUS,HKG,711021,269008.0
AUS,HKG,850511,39284.0
AUS,HUN,270112,675501.0
AUS,HUN,850511,574.0
AUS,ISL,850511,77.0
AUS,IDN,251110,23200.0
AUS,IDN,252910,19709.0
AUS,IDN,260200,6559291.0
AUS,IDN,260600,284.0
AUS,IDN,270112,1649174893.0
AUS,IDN,740311,164796851.0
AUS,IDN,850511,23108.0
AUS,IRL,251010,667.0
AUS,IRL,260600,1324.0
AUS,IRL,282200,1207.0
AUS,IRL,711011,22.0
AUS,IRL,810411,7721.0
AUS,IRL,850511,2502.0
AUS,ISR,252910,1000.0
AUS,ISR,270112,19405011.0
AUS,ITA,250490,568.0
AUS,ITA,270112,37127722.0
AUS,ITA,280469,1292383.0
AUS,ITA,750210,4424150.0
AUS,ITA,850511,43662.0
AUS,CIV,283691,1305.0
AUS,CIV,740311,3086.0
AUS,CIV,850511,2765.0
AUS,JPN,260200,10687207.0
AUS,JPN,270112,16625763525.0
AUS,JPN,280469,27481935.0
AUS,JPN,711011,30291.0
AUS,JPN,711021,214777.0
AUS,JPN,750210,493167370.0
AUS,JPN,850511,615229.0
AUS,KAZ,850511,1156.0
AUS,JOR,740311,3729830.0
AUS,KOR,260200,16937984.0
AUS,KOR,260600,24686239.0
AUS,KOR,270112,4924981201.0
AUS,KOR,280469,880609.0
AUS,KOR,283691,488.0
AUS,KOR,740311,113502509.0
AUS,KOR,750210,131401737.0
AUS,KOR,810820,1.0
AUS,KOR,850511,37598.0
AUS,KWT,850511,195.0
AUS,LAO,850511,40.0
AUS,MYS,251010,15709524.0
AUS,MYS,260200,30856857.0
AUS,MYS,270112,1019974813.0
AUS,MYS,280469,2142265.0
AUS,MYS,283691,49068.0
AUS,MYS,720292,413176.0
AUS,MYS,720293,1122583.0
AUS,MYS,740311,665072228.0
AUS,MYS,750210,123751639.0
AUS,MYS,810411,137.0
AUS,MYS,850511,27767.0
AUS,MLT,850511,104.0
AUS,MRT,850511,18469.0
AUS,MEX,850511,4537.0
AUS,S19,251010,2229083.0
AUS,S19,270112,5154068299.0
AUS,S19,280429,4330.0
AUS,S19,711021,7736.0
AUS,S19,740311,588267366.0
AUS,S19,750210,25543649.0
AUS,S19,811292,1805450.0
AUS,MAR,252922,194.0
AUS,MAR,750210,60766.0
AUS,NLD,270112,1038614567.0
AUS,NLD,280469,1308538.0
AUS,NLD,750210,83339512.0
AUS,NLD,850511,8806.0
AUS,NCL,270112,42636598.0
AUS,NCL,850511,176.0
AUS,VUT,850511,61.0
AUS,NZL,250490,44675.0
AUS,NZL,251010,22290862.0
AUS,NZL,251110,9581.0
AUS,NZL,252800,280.0
AUS,NZL,252910,286.0
AUS,NZL,260600,33080.0
AUS,NZL,270112,9926899.0
AUS,NZL,280429,1042931.0
AUS,NZL,280469,688734.0
AUS,NZL,282200,584.0
AUS,NZL,283691,14483.0
AUS,NZL,283692,84.0
AUS,NZL,711011,21120.0
AUS,NZL,750210,80271.0
AUS,NZL,810411,11359.0
AUS,NZL,810820,2657.0
AUS,NZL,811010,1314.0
AUS,NZL,850511,447402.0
AUS,NFK,280469,2728.0
AUS,NOR,270112,6662340.0
AUS,NOR,720292,135534.0
AUS,NOR,740311,229058.0
AUS,NOR,850511,39271.0
AUS,PAK,740311,10331587.0
AUS,PAN,850511,504210.0
AUS,PNG,250490,2281.0
AUS,PNG,280469,36317.0
AUS,PNG,283691,15000.0
AUS,PNG,810194,11456.0
AUS,PNG,850511,53701.0
AUS,PER,850511,9356.0
AUS,PHL,252910,3092.0
AUS,PHL,270112,3475294.0
AUS,PHL,280469,3495.0
AUS,PHL,280480,149.0
AUS,PHL,810320,117230.0
AUS,PHL,811010,308419.0
AUS,PHL,850511,12538.0
AUS,POL,270112,37930574.0
AUS,POL,280469,6560838.0
AUS,POL,750210,1607484.0
AUS,POL,850511,21378.0
AUS,PRT,850511,615.0
AUS,QAT,280469,611734.0
AUS,ROU,850511,319.0
AUS,SAU,750210,1310103.0
AUS,SAU,850511,840.0
AUS,SEN,740311,7838.0
AUS,SEN,850511,274.0
AUS,SRB,750210,502286.0
AUS,SRB,850511,1022.0
AUS,SYC,850511,1.0
AUS,IND,251010,2818687.0
AUS,IND,260200,29299371.0
AUS,IND,260600,47959.0
AUS,IND,270112,1915852027.0
AUS,IND,280429,306.0
AUS,IND,280469,1364897.0
AUS,IND,750210,1394305.0
AUS,IND,850511,2388.0
AUS,SGP,252910,3411.0
AUS,SGP,260600,2075078.0
AUS,SGP,270112,16769994.999999998
AUS,SGP,280429,1118.0
AUS,SGP,711011,878786.0
AUS,SGP,711021,1125616.0
AUS,SGP,740311,13999782.0
AUS,SGP,750210,6344044.0
AUS,SGP,810194,116.0
AUS,SGP,811010,1146.0
AUS,SGP,850511,60566.0
AUS,SVK,270112,131708958.00000001
AUS,SVK,750210,109898.0
AUS,SVK,850511,279.0
AUS,VNM,270112,2501863576.0
AUS,VNM,711021,27979.0
AUS,VNM,740311,332500947.0
AUS,VNM,850511,370.0
AUS,SVN,260600,4379.0
AUS,SVN,270112,54565254.0
AUS,SVN,720292,5718.0
AUS,SVN,750210,2393561.0
AUS,SVN,850511,2021.9999999999998
AUS,ZAF,250490,529.0
AUS,ZAF,251010,8909.0
AUS,ZAF,260200,3.0
AUS,ZAF,270112,101238105.0
AUS,ZAF,280469,123110.0
AUS,ZAF,850511,12175.0
AUS,ESP,250490,139.0
AUS,ESP,270112,256491768.0
AUS,ESP,280469,21765.0
AUS,ESP,750210,18683031.0
AUS,ESP,850511,3211.0
AUS,SDN,740311,6678.0
AUS,SWE,270112,286315662.0
AUS,SWE,750210,39965319.0
AUS,SWE,810820,5416.0
AUS,SWE,850511,1002.0
AUS,CHE,270112,20370856.0
AUS,CHE,711011,11009219.0
AUS,CHE,711021,32764080.0
AUS,CHE,810820,1749.0
AUS,CHE,850511,5532.0
AUS,THA,270112,323518463.0
AUS,THA,280429,2438.0
AUS,THA,720292,23028.0
AUS,THA,740311,238877284.0
AUS,THA,850511,23887.0
AUS,ARE,260600,19278532.0
AUS,ARE,282200,12262.0
AUS,ARE,283691,3666.0
AUS,ARE,711021,148.0
AUS,ARE,810194,1602.0
AUS,ARE,850511,5852.0
AUS,TUN,850511,1185.0
AUS,TUR,270112,710691420.0
AUS,TUR,280469,17690.0
AUS,TUR,282200,33.0
AUS,TUR,750210,2632351.0
AUS,TUR,850511,2242.0
AUS,TUV,250490,11.0
AUS,TUV,850511,228.0
AUS,UKR,270112,76496343.0
AUS,UKR,850511,59.0
AUS,MKD,750210,888420.0
AUS,EGY,850511,635.0
AUS,GBR,250490,106.0
AUS,GBR,260600,1183.0
AUS,GBR,270112,19252194.0
AUS,GBR,280469,759123.0
AUS,GBR,720292,45981.0
AUS,GBR,750210,5883219.0
AUS,GBR,810411,972512.0
AUS,GBR,811292,1898.0
AUS,GBR,850511,39260.0
AUS,TZA,740311,7109.0
AUS,TZA,850511,31.0
AUS,USA,250490,66.0
AUS,USA,260600,14924714.0
AUS,USA,280469,44146986.0
AUS,USA,280470,337.0
AUS,USA,740311,4759829.0
AUS,USA,750210,132617399.0
AUS,USA,810820,176079.0
AUS,USA,811292,12683.0
AUS,USA,850511,4335860.0
AUS,BFA,280429,2497.0
AUS,BFA,740311,12347.0
AUS,BFA,850511,10427.0
AUS,URY,850511,510.0
AUT,ALB,850511,411.0
AUT,AND,850511,24.0
AUT,AZE,720292,662.0
AUT,AZE,850511,135.0
AUT,ARG,252910,416.0
AUT,ARG,720292,34628.0
AUT,ARG,850511,29537.0
AUT,AUS,280429,2736.0
AUT,AUS,811292,224.0
AUT,AUS,850511,7577.0
AUT,BHR,850511,98.0
AUT,BGD,850511,65.0
AUT,ARM,850511,5.0
AUT,BEL,252800,1017294.0
AUT,BEL,280429,176320.0
AUT,BEL,711021,48058.0
AUT,BEL,720292,15731.0
AUT,BEL,740311,8000220.0
AUT,BEL,810411,3971.0
AUT,BEL,811292,10754.0
AUT,BEL,850511,34488.0
AUT,BIH,250490,589.0
AUT,BIH,280429,354.0
AUT,BIH,810820,25469.0
AUT,BIH,850511,34403.0
AUT,BRA,250490,1174.0
AUT,BRA,280429,18849.0
AUT,BRA,720292,421096.0
AUT,BRA,850511,4346.0
AUT,BGR,280429,857.0
AUT,BGR,711011,7027.0
AUT,BGR,711021,57.0
AUT,BGR,720292,1120190.0
AUT,BGR,850511,22092.0
AUT,KHM,850511,1329.0
AUT,CAN,250490,875.0
AUT,CAN,720292,510272.0
AUT,CAN,740311,5197.0
AUT,CAN,810820,3570.0
AUT,CAN,850511,125363.0
AUT,LKA,850511,1379.0
AUT,CHL,720292,121075.0
AUT,CHL,850511,5485.0
AUT,CHN,251110,7445.0
AUT,CHN,260600,21.0
AUT,CHN,283691,484.0
AUT,CHN,720292,1692415.0
AUT,CHN,850511,344780.0
AUT,COL,280429,18967.0
AUT,COL,850511,2100.0
AUT,CRI,850511,138.0
AUT,HRV,252910,227560.0
AUT,HRV,280429,37946.0
AUT,HRV,282200,33.0
AUT,HRV,283691,129244.0
AUT,HRV,711011,1942.0
AUT,HRV,711021,205.0
AUT,HRV,740311,15165.0
AUT,HRV,750210,44195.0
AUT,HRV,811292,413.0
AUT,HRV,850511,66932.0
AUT,CYP,850511,5033.0
AUT,CZE,251110,32610.0
AUT,CZE,252800,7135633.0
AUT,CZE,260600,21.0
AUT,CZE,280429,1802677.0
AUT,CZE,280469,59415.0
AUT,CZE,282200,1975.0
AUT,CZE,283691,66845.0
AUT,CZE,711011,63165.0
AUT,CZE,711021,63955.0
AUT,CZE,720292,4387970.0
AUT,CZE,740311,2755217.0
AUT,CZE,810194,20160.0
AUT,CZE,850511,204056.0
AUT,DNK,850511,6750.0
AUT,DOM,850511,1027.0
AUT,ECU,850511,3160.0
AUT,ETH,850511,817.0
AUT,EST,280429,265454.0
AUT,EST,711011,27574.0
AUT,EST,711021,3139.0
AUT,EST,810820,187563.0
AUT,EST,850511,4305.0
AUT,FIN,280429,649947.0
AUT,FIN,720292,169909.0
AUT,FIN,810194,6498.0
AUT,FIN,850511,6145.0
AUT,FRA,251010,4147.0
AUT,FRA,252800,621330.0
AUT,FRA,280429,1354810.0
AUT,FRA,711011,133.0
AUT,FRA,711021,755106.0
AUT,FRA,720292,2840002.0
AUT,FRA,740311,8926510.0
AUT,FRA,750210,8945733.0
AUT,FRA,810194,100371.0
AUT,FRA,810411,79555.0
AUT,FRA,810820,30307.0
AUT,FRA,811010,33773.0
AUT,FRA,850511,142329.0
AUT,DJI,850511,4.0
AUT,GEO,850511,663.0
AUT,PSE,850511,15820.0
AUT,DEU,251010,105.0
AUT,DEU,251110,107148.0
AUT,DEU,252800,204789.0
AUT,DEU,252910,130985.00000000001
AUT,DEU,252922,4400.0
AUT,DEU,260200,95352.0
AUT,DEU,260600,57281.0
AUT,DEU,270112,66380.0
AUT,DEU,280429,4847422.0
AUT,DEU,280469,480107.0
AUT,DEU,280470,3670.0
AUT,DEU,283691,33590.0
AUT,DEU,283692,1441.0
AUT,DEU,711011,15526783.0
AUT,DEU,711021,48091849.0
AUT,DEU,720292,35318771.0
AUT,DEU,720293,3842.0
AUT,DEU,740311,261524072.0
AUT,DEU,750210,1393140.0
AUT,DEU,810194,68718.0
AUT,DEU,810320,26655.0
AUT,DEU,810411,3022555.0
AUT,DEU,810820,343684.0
AUT,DEU,811010,571889.0
AUT,DEU,811292,210518.0
AUT,DEU,850511,2122278.0
AUT,GRC,260200,105.0
AUT,GRC,280470,129630.0
AUT,GRC,711011,9542.0
AUT,GRC,720292,437756.0
AUT,GRC,850511,10661.0
AUT,GRL,850511,701.0
AUT,HKG,850511,247171.0
AUT,HUN,251110,53728.0
AUT,HUN,260600,5096.0
AUT,HUN,270112,1466698.0
AUT,HUN,280429,1424689.0
AUT,HUN,280469,1093227.0
AUT,HUN,282200,810.0
AUT,HUN,283691,68911.0
AUT,HUN,711011,13563.0
AUT,HUN,711021,12542.0
AUT,HUN,740311,1873946.0
AUT,HUN,810320,44.0
AUT,HUN,810820,15888.0
AUT,HUN,811010,30389.0
AUT,HUN,850511,121587.0
AUT,ISL,850511,721.0
AUT,IDN,850511,13581.0
AUT,IRN,850511,4291.0
AUT,IRQ,850511,3310.0
AUT,IRL,280429,7228.0
AUT,IRL,810194,1014.9999999999999
AUT,IRL,850511,11217.0
AUT,ISR,850511,21469.0
AUT,ITA,251110,41366.0
AUT,ITA,252800,55000.0
AUT,ITA,270112,20400.0
AUT,ITA,280429,987095.0
AUT,ITA,280469,1511749.0
AUT,ITA,280470,564.0
AUT,ITA,283691,3869.0
AUT,ITA,711011,206922.0
AUT,ITA,711021,701766.0
AUT,ITA,720292,14374984.0
AUT,ITA,740311,361307407.0
AUT,ITA,750210,1767407.0
AUT,ITA,810411,558590.0
AUT,ITA,810820,92872.0
AUT,ITA,811010,84218.0
AUT,ITA,850511,1633924.0
AUT,JPN,252922,32.0
AUT,JPN,280429,48070.0
AUT,JPN,720292,1877155.0
AUT,JPN,740311,12560298.0
AUT,JPN,850511,13534.0
AUT,KAZ,250490,2406.0
AUT,KAZ,850511,3860.0
AUT,JOR,850511,845.0
AUT,KEN,280480,215.0
AUT,KEN,850511,420.0
AUT,KOR,250490,584.0
AUT,KOR,280469,6880.0
AUT,KOR,720292,8795249.0
AUT,KOR,810194,249.0
AUT,KOR,810411,2520.0
AUT,KOR,811292,406.0
AUT,KOR,850511,9304.0
AUT,KWT,850511,1376.0
AUT,KGZ,850511,40.0
AUT,LAO,850511,86.0
AUT,LBN,850511,4289.0
AUT,LVA,260600,199891.0
AUT,LVA,280429,1076579.0
AUT,LVA,850511,15462.0
AUT,LBY,850511,2554.0
AUT,LTU,280429,1318663.0
AUT,LTU,280470,12.0
AUT,LTU,283691,21613.0
AUT,LTU,711011,69.0
AUT,LTU,850511,15344.0
AUT,LUX,810194,876.0
AUT,LUX,850511,239.0
AUT,MDG,850511,3.0
AUT,MWI,850511,5.0
AUT,MYS,260600,2810.0
AUT,MYS,720292,1303881.0
AUT,MYS,720293,974541.0
AUT,MYS,811010,37648.0
AUT,MYS,850511,29134.0
AUT,MLT,750210,9084.0
AUT,MLT,810820,114.0
AUT,MLT,850511,6.0
AUT,MRT,850511,32.0
AUT,MUS,850511,12.0
AUT,MEX,850511,41096.0
AUT,S19,720292,4512566.0
AUT,S19,810320,31.0
AUT,S19,850511,3637.0
AUT,MNG,850511,944.0
AUT,MDA,850511,1440.0
AUT,MNE,850511,6146.0
AUT,MAR,850511,5582.0
AUT,OMN,850511,1107.0
AUT,NAM,850511,69.0
AUT,NLD,250490,9.0
AUT,NLD,251110,10.0
AUT,NLD,252910,3798.0
AUT,NLD,270112,17.0
AUT,NLD,280429,12892.0
AUT,NLD,280469,58383.0
AUT,NLD,280470,1.0
AUT,NLD,283691,142.0
AUT,NLD,711011,4218.0
AUT,NLD,711021,956.0
AUT,NLD,720292,9305726.0
AUT,NLD,740311,129508.99999999999
AUT,NLD,750210,65768.0
AUT,NLD,810820,222.0
AUT,NLD,850511,42719.0
AUT,CUW,850511,4.0
AUT,ABW,850511,157.0
AUT,NZL,280469,102.0
AUT,NZL,720292,664982.0
AUT,NZL,850511,175.0
AUT,NGA,850511,36.0
AUT,NOR,280429,1070.0
AUT,NOR,810194,2149.0
AUT,NOR,810411,77004.0
AUT,NOR,850511,7938.0
AUT,PAK,250490,1534.0
AUT,PAK,280429,4948.0
AUT,PAK,720292,5996.0
AUT,PAK,740311,443153.0
AUT,PAK,850511,303.0
AUT,PAN,850511,19.0
AUT,PRY,850511,154.0
AUT,PER,720292,826938.0
AUT,PER,750210,6410.0
AUT,PER,850511,1334.0
AUT,PHL,850511,123.0
AUT,POL,251110,150.0
AUT,POL,252800,145799.0
AUT,POL,252910,55364.0
AUT,POL,280429,1229792.0
AUT,POL,280469,179445.0
AUT,POL,283691,9576.0
AUT,POL,711011,3984.0
AUT,POL,711021,1604.0
AUT,POL,720292,5991254.0
AUT,POL,740311,2208711.0
AUT,POL,750210,272698.0
AUT,POL,810194,3994.0
AUT,POL,810411,139787.0
AUT,POL,810820,1561.0
AUT,POL,811010,271.0
AUT,POL,850511,880277.0
AUT,PRT,810411,10271.0
AUT,PRT,810820,3574.0
AUT,PRT,850511,18924.0
AUT,QAT,260600,8026.0
AUT,QAT,850511,368.0
AUT,ROU,252800,27745.0
AUT,ROU,252910,108.0
AUT,ROU,280429,3209136.0
AUT,ROU,280469,55.0
AUT,ROU,280480,1.0
AUT,ROU,283691,1287.0
AUT,ROU,283692,255.0
AUT,ROU,711011,24846.0
AUT,ROU,711021,1899.0
AUT,ROU,720292,206328.0
AUT,ROU,740311,2216647.0
AUT,ROU,750210,345.0
AUT,ROU,810194,135.0
AUT,ROU,810411,75123.0
AUT,ROU,810820,1415.0
AUT,ROU,811292,2.0
AUT,ROU,850511,176944.0
AUT,RUS,251110,26246.0
AUT,RUS,282200,76594.0
AUT,RUS,850511,12865.0
AUT,SMR,850511,160.0
AUT,SAU,280429,1587.0
AUT,SAU,750210,796385.0
AUT,SAU,850511,383.0
AUT,SEN,850511,14.0
AUT,SRB,280429,3461.0
AUT,SRB,283691,990.0
AUT,SRB,720292,6510.0
AUT,SRB,850511,43422.0
AUT,IND,250490,1160.0
AUT,IND,251110,45.0
AUT,IND,260200,1.0
AUT,IND,810820,48318.0
AUT,IND,850511,35733.0
AUT,SGP,251010,1507.0
AUT,SGP,850511,2080.0
AUT,SVK,252800,4500084.0
AUT,SVK,260600,1122.0
AUT,SVK,280429,678138.0
AUT,SVK,283691,2466.0
AUT,SVK,711011,48325.0
AUT,SVK,711021,23378.0
AUT,SVK,720292,2834616.0
AUT,SVK,720293,98393.0
AUT,SVK,740311,3346726.0
AUT,SVK,810194,8736.0
AUT,SVK,810320,107.0
AUT,SVK,810411,214.0
AUT,SVK,850511,85621.0
AUT,VNM,850511,639.0
AUT,SVN,251010,30587.0
AUT,SVN,280429,469230.0
AUT,SVN,280469,30553.0
AUT,SVN,283691,1351.0
AUT,SVN,711011,23029.0
AUT,SVN,711021,48399.0
AUT,SVN,720292,8216490.0
AUT,SVN,720293,11747.0
AUT,SVN,740311,82161.0
AUT,SVN,750210,500528.0
AUT,SVN,810411,1347607.0
AUT,SVN,810820,238.0
AUT,SVN,811010,168932.0
AUT,SVN,811292,58.0
AUT,SVN,850511,257938.0
AUT,ZAF,280429,646.0
AUT,ZAF,740311,687.0
AUT,ZAF,810411,60.0
AUT,ZAF,850511,7603.0
AUT,ESP,251110,24633.0
AUT,ESP,260600,16001.000000000002
AUT,ESP,280429,4000.0
AUT,ESP,280469,1204780.0
AUT,ESP,711011,1060.0
AUT,ESP,720292,401829.0
AUT,ESP,740311,4002451.0
AUT,ESP,810411,550756.0
AUT,ESP,810820,13507.0
AUT,ESP,811010,40265.0
AUT,ESP,811292,130.0
AUT,ESP,850511,81518.0
AUT,SWE,270112,6123318.0
AUT,SWE,280469,1038548.0
AUT,SWE,720292,1374858.0
AUT,SWE,740311,47374733.0
AUT,SWE,750210,8517.0
AUT,SWE,810411,120367.0
AUT,SWE,811292,225777.0
AUT,SWE,850511,15840.0
AUT,CHE,251110,10341.0
AUT,CHE,280429,177637.0
AUT,CHE,280469,1158.0
AUT,CHE,283691,14.0
